@relation pasar

@attribute Direccion(x) numeric
@attribute Direccion(y) numeric
@attribute Direccion(z) numeric
@attribute Distancia numeric
@attribute Fuerza numeric

@data
0.981333,0.182883,0.059493,4.371679,10
0.981333,0.182883,0.059493,4.371674,13
0.981333,0.182883,0.059493,4.371669,21
0.981333,0.182883,0.059493,4.371666,10
0.981333,0.182883,0.059493,4.371662,17
0.981333,0.182883,0.059493,4.371658,23
0.981333,0.182883,0.059493,4.371653,22
0.981333,0.182883,0.059493,4.371649,18
0.981333,0.182883,0.059493,4.371644,16
0.981333,0.182883,0.059493,4.37164,20
0.981333,0.182883,0.059493,4.371636,8
0.981333,0.182883,0.059493,4.371631,14
0.981333,0.182883,0.059493,4.371627,20
0.981333,0.182883,0.059493,4.371623,15
0.981333,0.182883,0.059493,4.371619,19
0.981333,0.182883,0.059493,4.371614,27
0.981333,0.182883,0.059493,4.371611,24
0.981333,0.182883,0.059493,4.371605,10
0.981333,0.182883,0.059493,4.371601,13
0.981333,0.182883,0.059493,4.371597,11
0.981333,0.182883,0.059493,4.371593,5
0.981333,0.182883,0.059493,4.371589,15
0.981333,0.182883,0.059493,4.371584,28
0.981333,0.182883,0.059493,4.37158,25
0.981333,0.182883,0.059493,4.371577,6
0.981333,0.182883,0.059493,4.371572,29
0.981333,0.182883,0.059493,4.371568,28
0.981333,0.182883,0.059493,4.371564,19
0.981333,0.182883,0.059493,4.371559,22
0.981333,0.182883,0.059493,4.371554,29
0.981333,0.182883,0.059493,4.37155,11
0.981333,0.182883,0.059493,4.371546,29
0.981333,0.182883,0.059493,4.371542,10
0.981333,0.182883,0.059493,4.371537,12
0.981333,0.182883,0.059493,4.371533,6
0.981333,0.182883,0.059493,4.371529,14
0.981333,0.182883,0.059493,4.371525,16
0.981333,0.182883,0.059493,4.37152,6
0.981333,0.182883,0.059493,4.371517,6
0.981333,0.182883,0.059493,4.371511,27
0.981333,0.182883,0.059493,4.371507,7
0.981333,0.182883,0.059493,4.371503,5
0.981333,0.182883,0.059493,4.371499,29
0.981333,0.182883,0.059493,4.371494,9
0.981333,0.182883,0.059493,4.37149,22
0.981333,0.182883,0.059493,4.371487,18
0.981333,0.182883,0.059493,4.371482,5
0.981333,0.182883,0.059493,4.371478,16
0.981333,0.182883,0.059493,4.371474,18
0.981333,0.182883,0.059493,4.371469,27
0.981333,0.182883,0.059493,4.371465,14
0.981333,0.182883,0.059493,4.371461,12
0.981333,0.182883,0.059493,4.371456,21
0.981333,0.182883,0.059493,4.371451,23
0.981333,0.182883,0.059493,4.371448,7
0.981333,0.182883,0.059493,4.371444,12
0.981333,0.182883,0.059493,4.371439,11
0.981333,0.182883,0.059493,4.371435,15
0.981333,0.182883,0.059493,4.37143,25
0.981333,0.182883,0.059493,4.371427,23
0.981333,0.182883,0.059493,4.371422,28
0.981333,0.182883,0.059493,4.371418,10
0.981333,0.182883,0.059493,4.371414,7
0.981333,0.182883,0.059493,4.371409,11
0.981333,0.182883,0.059493,4.371405,7
0.981333,0.182883,0.059493,4.3714,28
0.981333,0.182883,0.059493,4.371397,12
0.981333,0.182883,0.059493,4.371392,29
0.981333,0.182883,0.059493,4.371388,17
0.981333,0.182883,0.059493,4.371384,6
0.981333,0.182883,0.059493,4.371379,26
0.981333,0.182883,0.059493,4.371375,15
0.981333,0.182883,0.059493,4.371371,13
0.981333,0.182883,0.059493,4.371367,28
0.981333,0.182883,0.059493,4.371363,8
